draw_date,draw_date_text,year_be,first_prize,first_prize_digits,last3_numbers,last2_number,near_first_prize,special_first_prize_raw,prize2_numbers,prize3_numbers,prize4_numbers,prize5_numbers,has_detail_section,source_url,source_file
2019-03-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 มีนาคม 2562,2562,724628,6,154|877,64,724627|724629,,023644|274318|666574|758539|878490,163910|217345|261214|332721|887147|202490|224170|269890|493531|995997,004456|292636|449253|556091|849648|046892|318366|454662|584915|880086|094390|334155|455523|587200|894766|102228|347509|466697|659002|906366|136452|350247|466825|659499|918959|179271|378046|469520|686602|924477|203521|403968|522101|701817|940342|236777|404937|533140|761855|941453|264612|428648|533321|813686|944581|288303|439478|534047|846326|976515,016022|297283|514324|734806|860573|031994|311986|514953|739792|864302|054071|312418|518330|741143|897882|056592|313632|519193|750279|899732|072349|316249|536345|768714|915848|103629|323022|552735|778949|925263|110155|370184|558142|780715|926204|158041|375847|565598|781611|930068|163741|376804|569893|786621|933616|201279|390368|589473|788870|935050|202554|394651|599793|793359|939958|203265|414116|616902|803228|945209|213346|423218|622038|804427|956864|221735|429574|647610|810931|957028|250307|437306|660854|828926|959308|251567|475792|682758|830317|984432|252403|477982|685876|835856|985881|262038|480938|688531|848092|992769|263363|494962|720425|858300|997780|280854|508580|721818|859913|998485,True,https://myhora.com/lottery/result-16-03-2562.aspx,2019-03-16-BE2562.html
2019-03-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 มีนาคม 2562,2562,345650,6,830|837,65,345649|345651,,005635|066686|146602|432988|692107,012586|330076|704842|794658|827364|275705|580277|759856|798873|901763,000843|174635|415241|684929|836854|016032|175788|417417|689001|859558|023763|216153|426290|706405|886991|054453|223903|464057|718053|896335|059716|272940|554844|749848|898642|090642|282993|585359|767548|916788|105830|284421|586277|782939|917551|108095|329270|589640|802912|972134|132263|365141|592433|805217|973904|143992|405002|664034|818038|985034,015913|169289|335541|513486|825512|026145|182576|341283|559060|840559|029494|183725|364487|571196|844297|033088|211592|365345|575610|864500|052672|217517|380882|576247|870119|054304|246281|388137|587406|876347|067022|246879|395941|619283|884347|072461|249818|417944|647683|899382|076089|254302|439132|661496|910933|095170|280819|442041|665286|911358|103235|285800|449073|666223|921868|123957|287769|450216|697825|930924|129116|288052|451306|705221|931025|130206|294038|460842|720986|934639|139040|297615|466835|747222|957241|143777|309733|468829|750386|964315|146148|311825|474837|754220|965025|146976|312905|494503|774745|968298|159007|326932|494927|813207|972740|162202|334854|512976|815773|982455,True,https://myhora.com/lottery/result-01-03-2562.aspx,2019-03-01-BE2562.html
2019-02-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 กุมภาพันธ์ 2562,2562,074824,6,612|879,56,074823|074825,,077816|100146|382946|780049|959518,189164|369800|478135|511546|892114|284080|458132|498627|529682|955182,011101|218919|396246|628669|777727|014153|221686|399004|638459|791180|018001|230708|414405|641457|802019|067857|231735|424574|649049|885226|077854|249852|460236|658949|899742|108644|279529|472162|676671|903124|131564|285815|546507|731251|909382|157343|336915|554197|748318|917115|190147|368273|567358|769570|920342|205063|393849|595082|776242|962784,014900|165051|382749|599963|801152|018538|167043|416626|603538|830739|023490|216741|420218|603960|831922|044485|225849|420363|624939|866445|048657|233518|436912|632966|872896|052019|249699|437905|637964|874822|062095|252597|440866|661879|891106|070026|270965|458822|675397|923885|073553|275217|459848|678848|931437|074605|285590|464207|683582|931445|075568|292546|467711|687186|935635|078469|298223|475116|696459|937113|097394|302273|489973|705651|949015|097757|312673|492673|711302|963428|106286|316575|498184|714072|965518|114120|337203|517938|725395|973588|122404|343431|526330|730700|977146|146096|345355|534445|750636|984239|158473|351270|546357|767290|991103|158580|367572|593086|781961|995795,True,https://myhora.com/lottery/result-16-02-2562.aspx,2019-02-16-BE2562.html
2019-02-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 กุมภาพันธ์ 2562,2562,967134,6,197|948,04,967133|967135,,028581|206508|437256|730956|907234,177667|217893|380667|687327|804000|189708|338966|531597|729913|899764,009460|246386|440174|635591|858535|031766|259839|448776|639726|872235|069344|266597|449107|668416|882716|089459|267823|471743|685894|885774|110989|274222|488778|716763|912914|125673|335020|508346|720662|916707|132201|336560|522939|760122|930899|140190|364782|528949|765326|943748|175405|414697|615649|816955|962815|241789|431987|618389|823843|993136,004888|200292|384977|550536|861874|008073|218833|387822|559788|875903|042752|222688|397232|560106|882661|042993|226588|408925|604403|884376|059165|234330|411675|622925|888264|063879|236060|416138|635881|890307|064609|253409|421364|656782|897207|066793|255700|422172|709631|902346|075499|273221|434121|724734|906180|090869|284615|435111|753296|928714|095562|284926|438819|756685|937468|103403|304981|440982|760064|937888|115700|308402|443827|761798|952702|123305|329409|446939|788889|953490|125870|335231|467469|797578|962565|128575|339327|484371|808038|968895|143701|345661|489542|813156|981093|173375|350044|493628|832312|988375|174254|374391|522297|834203|994798|200114|383827|530669|855057|998612,True,https://myhora.com/lottery/result-01-02-2562.aspx,2019-02-01-BE2562.html
2019-01-17,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 17 มกราคม 2562,2562,197079,6,127|660,65,197078|197080,,050524|199091|329036|374436|823248,105720|322305|426556|532829|830383|105929|330052|479139|762573|871171,000955|361491|531365|611926|828093|005060|376790|538597|620003|847995|051864|390823|548624|627516|852124|060930|426864|557183|681678|861815|094383|445923|558070|702430|873709|108623|473801|569493|724462|894729|132632|481149|576901|770861|908951|142915|496910|584160|805145|927349|230797|525378|585852|806447|933505|346128|527445|611243|816624|965293,002178|232048|447142|626754|839870|018728|236612|455608|641125|840999|019326|238116|461400|647207|843465|033379|240341|484832|654831|852740|037602|266024|495035|680298|865419|043384|271227|517494|685493|867901|068894|273328|521480|686165|881947|070670|273595|523749|716524|884372|094637|310201|526368|728622|894694|117467|327369|546084|744179|906707|134148|359818|551392|770865|914422|145123|363357|560410|779945|925530|162889|370376|561261|800266|936475|172067|376682|562333|800759|937668|179065|384508|580385|809713|941823|182842|389309|590757|812630|949072|196463|401721|604058|815585|961440|205993|405505|605002|816379|984465|215020|426707|619741|817953|992762|225806|431804|622030|829662|993653,True,https://myhora.com/lottery/result-17-01-2562.aspx,2019-01-17-BE2562.html
2018-12-30,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 30 ธันวาคม 2561,2561,735867,6,701|884,02,735866|735868,,031880|466182|548097|838262|990824,049590|237012|348399|505873|790330|063523|259642|393875|619013|854304,018432|196152|346821|527656|867152|025422|219869|379926|537851|897648|049808|227554|383854|556221|903266|056211|237802|388285|594958|943811|094398|260728|412794|644732|953370|121783|268460|412948|646556|961883|148104|286869|449958|682687|964917|148638|288547|461152|731295|978357|150056|317267|474792|771266|983361|189221|320072|489937|840258|995186,015058|190866|426861|609415|795585|028293|225839|433739|616992|795779|028606|227691|437494|617281|807768|053976|231646|444284|632558|827729|057188|231912|444854|636087|831475|076979|241934|447606|648256|833686|086025|251830|449838|661753|839802|088404|278673|451979|669104|840137|114402|279372|455457|672017|845082|115726|281526|483172|687652|854427|123167|284837|491712|697383|855559|124132|293893|527546|702306|861761|144169|294604|555996|702607|872372|162592|294670|564587|708124|874608|164805|304360|565011|720464|880273|168795|314093|572138|722030|893374|169152|321218|579551|744770|913405|170811|335344|587670|775333|954538|179718|392746|599175|779634|961018|182023|401511|600249|785705|982520,True,https://myhora.com/lottery/result-30-12-2561.aspx,2018-12-30-BE2561.html
2018-12-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 ธันวาคม 2561,2561,356564,6,297|369,62,356563|356565,,017905|141410|270111|415185|983262,254290|335573|540966|774605|809917|321835|483718|612154|806777|888381,000813|084107|383638|566167|779010|005805|096265|427423|588477|817071|010626|162514|481480|610523|829555|018312|189379|482882|677294|845743|027645|189761|486542|700756|858434|034754|209250|489343|705193|867905|051004|219660|534780|709231|886722|051850|231026|534974|749676|903951|065482|278693|538421|761344|927788|071705|324020|553453|764887|940373,015277|233729|443980|648264|848948|036373|235035|446254|649163|851202|041227|245526|457362|653249|861445|046502|267201|468154|665055|870364|085059|272209|473557|675518|894559|092098|279641|475128|686674|896417|094047|288604|491641|696047|900587|101720|291800|524693|729505|904073|112100|294519|527701|731479|906189|119901|298775|539785|731911|935327|148169|318668|550030|736901|936585|148227|320180|552398|755522|946268|169366|329880|556503|777558|961735|191877|354555|559371|778013|963157|193843|373472|559923|786501|963392|197665|378180|561972|811832|966308|212181|404776|569729|825621|974996|225603|406476|608544|839814|981787|226473|430554|629536|844483|996000|228501|443925|646338|845037|997440,True,https://myhora.com/lottery/result-16-12-2561.aspx,2018-12-16-BE2561.html
2018-12-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 ธันวาคม 2561,2561,021840,6,561|988,67,021839|021841,,062948|127470|288347|548436|628614,270065|473504|575061|952634|989425|464017|530912|770249|988694|995541,016086|242734|397740|611618|876942|116226|256039|401668|633252|883662|124870|283334|404330|636183|898711|129956|301910|407257|637833|947046|169205|336526|438263|690892|971620|182461|352184|473839|709491|987205|187910|362582|576342|730042|988277|189146|382852|585200|731791|992200|205144|394749|594545|755978|995247|207414|394958|603363|792456|995971,013109|255504|546498|674943|852630|024421|257666|553767|682070|856027|026991|262364|555761|690240|856216|031643|273440|559922|694936|857880|050657|305286|560040|709212|869371|058926|310466|563302|713159|873773|069749|334375|588125|714334|875098|071412|339161|593122|720766|876651|076515|345423|594897|765748|917189|080316|353899|601621|766906|932242|092905|360663|618166|770412|934569|096928|363981|620234|774771|935834|111764|364818|623563|783683|936538|137488|373331|627915|785299|937265|210276|381198|629906|797030|944402|216370|395963|634940|803837|958246|218749|421785|641039|804359|971100|235889|428210|641321|817707|987737|244712|437231|667984|840520|988424|250170|529822|670679|852313|993708,True,https://myhora.com/lottery/result-01-12-2561.aspx,2018-12-01-BE2561.html
2018-11-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 พฤศจิกายน 2561,2561,989903,6,140|876,16,989902|989904,,252090|446476|735286|757257|791223,222327|231106|330914|545750|938932|226811|295203|511236|851309|984511,005511|188409|372685|591944|883644|021695|287321|373520|642692|884593|028167|305721|487311|680063|903939|042387|305805|491886|717411|921067|052883|311118|495895|734303|925918|075104|329611|520052|804819|956606|102170|340357|534380|813985|960173|125934|345304|545963|817775|972819|146035|350798|563348|828635|975750|146778|360774|582254|855184|982153,000327|222843|376484|531627|799707|024944|224509|377307|548480|803352|028517|247558|378612|584624|815086|036826|249327|392255|586094|820591|042577|252842|412472|589529|823071|044466|258847|416745|608653|825656|084566|293525|419106|624300|869572|090461|295731|429151|634157|873883|115680|307961|435961|640270|874448|117886|320219|444389|644271|881174|125639|325699|472953|651208|890919|131174|335825|473491|651649|908683|132410|346835|488518|665108|911224|134479|350104|497698|672229|930881|140933|355804|499305|709405|936898|149077|356060|504650|733803|953207|149508|363902|505896|750637|968258|156352|368124|507669|767071|980256|159260|374464|510194|768872|981516|205183|376267|527134|791004|989603,True,https://myhora.com/lottery/result-16-11-2561.aspx,2018-11-16-BE2561.html
2018-11-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 พฤศจิกายน 2561,2561,149840,6,046|509,58,149839|149841,,047382|102766|226125|682104|872244,024675|167422|248790|365750|760081|160886|184333|349855|725735|883143,000799|143709|292615|459491|670915|012011|145637|292892|468207|685895|032089|146366|318736|504327|732883|037432|155203|339063|508117|774811|057964|158121|352762|510277|851904|058643|203146|360255|531899|855101|060974|208696|385469|569624|875239|087749|255526|409908|580463|875616|106857|275691|421242|611484|935270|138222|285929|436947|656368|992254,005076|199139|374162|555392|766591|005140|204748|374551|563973|778000|033028|210824|377068|570480|784089|034920|218116|384493|587387|784557|042197|222962|397002|598999|802868|046001|224488|403187|621502|804121|047559|248991|422653|622156|809430|054222|254088|434394|628429|812296|065226|259949|435200|630281|825051|070056|265651|445147|632056|857342|071804|286786|447821|652325|873058|103175|287575|451237|665376|883286|107122|290605|453306|687809|883889|114106|294180|454497|696570|886591|136363|303028|491815|697677|898763|152495|306356|496886|730935|921572|159021|310505|506023|732475|952981|161490|313387|508395|752874|953482|164376|350648|518190|757550|965459|174195|352506|553828|763772|965827,True,https://myhora.com/lottery/result-01-11-2561.aspx,2018-11-01-BE2561.html
2018-10-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 ตุลาคม 2561,2561,200515,6,192|212,93,200514|200516,,010567|111722|435353|555401|891384,078870|195049|334835|599649|681101|122170|289458|387228|675944|904683,005570|216455|436033|569911|776032|052642|253049|439067|576058|788288|059328|254923|482349|610902|830510|070937|301475|493929|641228|842350|076987|308537|494645|655635|867069|078511|315264|527349|658467|892158|175643|321403|529452|673790|916902|184921|324425|530931|694883|983992|189657|361142|550626|702877|987019|211728|390489|558163|771902|992289,001074|165245|379156|661604|806684|001713|165779|403286|664880|816880|008285|173477|422111|667944|823893|017917|186453|479595|675006|826259|034534|208305|481681|683455|853359|036799|216219|482011|683605|856999|042179|229168|496955|687958|884014|043875|233290|499317|695612|891261|051674|234567|526361|696715|900000|060345|240024|538003|703385|908454|082175|244319|540400|710887|918597|127232|253713|540508|725194|939050|131277|272207|550443|728833|942291|132768|276090|550760|742340|944502|137706|287132|564393|768059|965915|148190|291909|578806|770681|978773|159471|321886|603838|779941|980833|160331|329599|609168|786365|983256|160718|359294|627427|797158|989794|165179|367398|638470|805233|997101,True,https://myhora.com/lottery/result-16-10-2561.aspx,2018-10-16-BE2561.html
2018-10-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 ตุลาคม 2561,2561,452643,6,561|810,99,452642|452644,,261071|350893|616843|875042|964263,021460|315781|363881|646313|833145|239381|361943|515278|789706|926170,024616|239364|375684|596314|757978|095763|243807|409815|613438|767916|096588|267138|435613|625995|773550|119401|267721|435767|635941|788925|135245|267794|497281|668464|791133|138012|275009|501183|695497|835172|195796|308736|535288|709078|908302|206620|318306|560734|712333|910121|218130|359598|568361|712377|915583|234174|372075|586472|716744|941533,012750|207389|402284|620718|826922|012830|209760|433038|638470|837572|043988|215034|447183|642914|839666|050066|224661|448772|655828|867385|071432|231086|449946|664678|873239|078113|239315|453948|668851|879870|095873|244204|466907|669465|885714|102111|252876|469629|670521|898814|108061|275478|477951|673518|904083|113159|280008|482750|676271|908709|114574|282591|496065|677137|916389|156509|284999|510811|688585|919823|157098|285458|536184|702516|924258|168785|343429|538578|708623|943633|178011|343778|546006|716077|946777|179901|350864|547079|727348|947799|182081|359504|559394|739145|959193|184654|363063|560601|744029|986702|189095|375716|563458|746978|986939|203323|385996|577837|826085|993047,True,https://myhora.com/lottery/result-01-10-2561.aspx,2018-10-01-BE2561.html
2018-09-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 กันยายน 2561,2561,149760,6,155|297,79,149759|149761,,036225|273728|604412|803424|992599,097155|135161|295656|577033|773339|100133|228065|302512|643211|897925,018394|277193|438990|649305|816942|018893|298178|439980|661496|821529|040714|298608|447440|687161|882711|088248|335404|461833|710575|896225|091358|343420|468862|732292|916259|094270|350594|491884|757762|937341|101861|371433|530522|771951|941184|130716|384354|552888|798223|947989|203103|399307|607338|798811|951296|229321|429048|615705|815527|972974,024728|247450|429592|636413|793546|068909|271674|442843|638308|794258|079188|280690|444558|643781|820114|080385|298483|446928|645017|821475|089883|308630|447863|648848|839966|102691|312114|451541|651104|849828|125764|314172|454157|651447|864120|129720|318649|459154|662905|868251|135829|320219|459401|675255|872644|140520|323877|464065|676201|877775|146228|324576|466200|696632|930291|164303|331885|477145|697381|938536|190626|337549|481469|700795|939384|198607|348912|544619|702991|951318|200030|350269|549839|711296|955489|206713|373075|570555|725255|956947|208603|377360|583496|745659|963916|239170|388305|603877|753586|981770|239340|397209|615753|754451|986841|242208|422445|619306|776038|994359,True,https://myhora.com/lottery/result-16-09-2561.aspx,2018-09-16-BE2561.html
2018-09-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 กันยายน 2561,2561,734510,6,097|202,26,734509|734511,,000678|365367|498951|654852|709720,044373|424190|499646|636558|809866|205766|443433|580404|670563|820931,069409|277656|450564|650347|747105|087716|291609|472703|655956|761973|112917|295034|473623|671357|768920|127448|319633|477072|672338|823536|148179|325367|515374|678039|849436|158485|357775|520083|682628|875566|160532|365898|537513|689524|927370|230623|392423|583748|711405|929152|234617|445353|600759|711432|972161|255533|449486|645200|720936|986443,027968|180303|365683|606710|853132|037029|180976|379112|611654|869017|039342|196705|400808|622699|875323|059451|199226|405914|631934|877043|061680|199959|409030|639491|884871|065993|205991|412373|662074|895574|074239|221575|446485|675201|900259|074255|226964|455357|688611|901025|077723|229288|467801|703806|903698|093352|231031|485548|705542|910781|099022|236502|525238|711752|924779|107905|240354|527169|715261|931498|114632|241560|536062|716603|943253|121175|249422|538824|734724|950801|134251|268006|541454|739508|951693|138240|284493|545260|741512|959046|159744|294776|550714|750942|974048|173757|298865|587517|795624|978640|176139|308162|600060|802472|987476|178388|332916|600468|833538|992069,True,https://myhora.com/lottery/result-01-09-2561.aspx,2018-09-01-BE2561.html
2018-08-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 สิงหาคม 2561,2561,586117,6,591|815,10,586116|586118,,014603|363633|879702|880841|925785,181921|422807|636004|856785|930489|298069|446039|733519|882683|980945,012895|244230|396742|567397|726947|044063|282352|426513|579109|752647|052227|305446|433049|591031|781058|079464|323352|462518|612164|804268|100086|350128|471021|612255|882676|114944|351488|480808|616290|914758|151009|355765|492162|686841|928269|155135|369055|520908|688768|931620|222199|379691|542509|697045|959479|228828|381987|556343|701750|969095,010276|194025|340394|646491|793340|010289|200632|344657|675598|802425|027073|200684|378590|678640|816414|030493|223979|384990|687857|816480|038436|235574|419988|693960|831979|058633|237874|444641|697602|855439|063296|247887|446101|698267|859338|071701|249940|478671|705037|863220|076600|260504|489938|709010|865902|080446|260793|519428|726783|872687|092123|276974|528128|733961|880009|102523|279932|531864|734318|885253|108480|280736|535921|737286|888919|111492|300115|549063|737322|893085|113156|315285|553499|744156|934176|117389|322283|562901|766030|935279|135911|328631|594718|771773|948180|187078|333253|632032|776312|961394|190449|333307|633357|784413|997411|191778|333638|633368|787834|997772,True,https://myhora.com/lottery/result-16-08-2561.aspx,2018-08-16-BE2561.html
2018-08-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 สิงหาคม 2561,2561,386602,6,549|726,78,386601|386603,,117390|214522|368625|923496|924776,027588|306797|454354|545356|687112|123422|321307|520096|622345|706530,009331|253124|474544|611036|839907|070773|323800|545001|694179|852660|082634|356068|552276|701415|864424|101862|359089|556491|724110|877876|104244|393120|560951|777287|896107|108610|408420|564934|786187|910377|143516|423449|576701|797696|914261|159835|451148|592407|802724|937564|163622|457270|608880|815892|942276|179332|461979|610360|816777|981282,006871|224812|448224|605219|771113|016875|242324|449245|616375|775149|022281|250401|467720|618960|790388|026887|270030|477732|646825|798745|027966|275657|480961|649940|808240|028927|290451|482355|662556|813396|034717|297295|486384|668561|813797|048137|298973|486633|673811|831894|051303|317965|494693|675170|871982|059045|326475|502313|684704|873636|060474|347042|502721|684756|894496|067425|353472|550022|694792|895961|110610|383141|550121|702822|902342|151105|409607|559039|721551|924840|158984|412700|562973|723029|927954|184357|413909|565209|737858|929623|191831|424196|581731|745699|942586|197742|434641|583184|751886|944625|213160|439237|584456|765491|952602|220623|443107|601201|770305|960646,True,https://myhora.com/lottery/result-01-08-2561.aspx,2018-08-01-BE2561.html
2018-07-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 กรกฎาคม 2561,2561,596324,6,138|362,27,596323|596325,,179445|624930|778978|803437|926273,022958|052496|262219|371291|723767|041875|189416|324787|432988|758674,019565|253683|451663|648611|767276|072315|258381|490802|659852|787377|083286|263328|531096|661738|816467|141973|310200|547260|694143|838979|155017|326083|552091|695723|841119|167970|329986|561309|697899|846882|174084|376047|563513|707383|879308|182245|401893|612315|720054|881719|220061|418605|627844|731782|963481|251993|439140|639411|738519|999955,004493|250963|493356|636403|877825|011789|257752|506165|642434|878134|038580|263780|507172|645149|880808|042076|265089|511345|667325|881096|052651|291894|514451|670969|886928|063009|303849|514454|689879|887493|073919|321838|516302|719154|901272|083088|330208|523012|724754|914255|107748|334865|523497|727234|929994|111684|351304|546462|740501|933168|140136|361671|547094|749801|949689|144426|375250|550502|764786|961022|150503|414961|577960|770414|965529|153606|422368|579943|770775|968860|155713|424995|587193|822914|970953|182156|430251|587340|850126|980934|191443|442433|589138|850529|995178|198400|443426|611810|850776|996011|206577|471196|624909|857942|998513|208456|492271|625242|873543|999363,True,https://myhora.com/lottery/result-16-07-2561.aspx,2018-07-16-BE2561.html
2018-07-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 กรกฎาคม 2561,2561,963623,6,210|217,83,963622|963624,,004337|089341|432445|444719|526243,100472|291532|518746|783943|868692|208087|487994|750864|811554|913428,003187|308872|433278|602146|762358|071791|334312|436254|604860|784926|085532|342335|464556|621304|791663|121603|345757|468064|627834|794981|167229|369050|494094|649014|884312|170559|377013|502132|672943|897908|202972|380006|537788|698391|906326|210140|407284|544275|734254|936658|225026|408253|553884|759801|942145|262402|429395|595660|760471|970506,003581|180321|432343|599891|790894|005756|180580|442795|610783|795896|018186|188643|443040|626502|799577|023552|203839|443958|628375|804863|025816|218255|454079|635476|805704|036107|220173|486238|651313|808012|045031|225697|489910|658661|827045|048651|252321|501288|680994|843853|053952|299428|512931|682432|867468|070399|300021|518157|683655|885355|071411|305128|530846|705576|892646|080213|324742|540774|712058|927654|080548|327851|545279|722198|939145|125613|339218|551639|723718|942694|129794|348886|554498|729904|964925|142962|353949|565196|731401|966927|146302|404357|566630|764302|970060|148664|405706|567049|766582|973247|165184|409282|569614|769190|989605|175370|410767|583524|775176|989648,True,https://myhora.com/lottery/result-01-07-2561.aspx,2018-07-01-BE2561.html
2018-06-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 มิถุนายน 2561,2561,223131,6,132|868,46,223130|223132,,058710|376227|457165|472890|875944,100942|260111|496534|688560|861431|143387|484636|534970|837270|987433,033754|232917|414841|529252|798556|064312|264033|423859|531702|802277|071115|268998|427997|552814|832538|095124|319032|431448|566376|841597|137503|327705|435218|566492|863408|165618|368409|464267|590710|883276|171523|404093|481795|615917|924747|186937|405425|495993|637627|950957|228751|412819|516478|710193|953560|231258|413223|521381|748372|965964,004965|214013|454084|628436|824673|014815|250828|457920|660176|829344|023079|283104|459658|664282|860336|038910|283430|462342|665710|864105|043890|296303|469007|678242|878740|044828|305925|469309|680706|881837|049404|306071|475069|681697|885439|056342|311257|482445|708371|888174|073783|320600|491690|714703|906993|074375|325199|502179|723261|907011|075076|336483|511615|728231|908465|088913|364784|513256|739159|911032|101418|375804|516569|739748|912414|112242|392218|565898|749602|915321|123830|405925|571943|756777|916957|134574|406203|579995|762889|917349|153846|412092|594408|766440|917840|181896|419283|594420|795677|930614|182919|422600|596774|813556|976564|210872|435916|613235|821085|978119,True,https://myhora.com/lottery/result-16-06-2561.aspx,2018-06-16-BE2561.html
2018-06-01,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 1 มิถุนายน 2561,2561,988117,6,248|650,95,988116|988118,,331728|497522|550794|637992|694302,035084|273002|509924|636516|775783|073985|352674|605427|764354|902638,046009|189402|487859|684780|750731|050953|283149|534180|687847|849175|079090|283572|540143|690235|887879|083147|300994|563881|698186|893855|087450|347539|567864|705347|924502|100426|355419|599644|707107|933319|130839|370718|622409|717383|941821|136086|375189|645047|731859|961138|143786|447861|668248|743815|976163|178267|455343|681835|744710|981815,001358|268260|381930|546958|773764|018847|270223|387069|598838|776296|021344|280915|390403|618311|782236|088169|288611|392254|621551|793145|093911|291041|392769|626540|794651|102070|295588|405971|628733|797821|102528|295722|412051|645514|805183|122266|314056|412309|662513|810378|122339|314271|427652|664638|838245|134170|322764|445566|668827|872008|143217|333278|447916|680320|911378|149094|336119|449030|691695|930503|159751|341410|466934|697474|941312|178992|348560|485716|699173|954902|219397|351429|499474|699359|962634|221612|356049|511601|701314|966442|230705|363158|512428|701714|972141|252832|370784|525481|738888|978722|254476|371974|535177|752900|986181|264811|373917|535869|760042|993865,True,https://myhora.com/lottery/result-01-06-2561.aspx,2018-06-01-BE2561.html
2018-05-16,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 16 พฤษภาคม 2561,2561,075629,6,047|506,20,075628|075630,,203990|230697|405298|522716|848061,007281|258521|491101|733558|764684|228983|406294|703747|744144|768131,001115|180719|353739|584169|813660|026618|205225|386801|628514|836746|028551|213791|402467|653036|849108|028632|225225|410625|667960|855935|076740|249720|427514|709924|881331|085902|256331|469885|772757|885369|096366|297679|484094|776321|934541|106250|306721|500025|783189|945562|114031|330685|519079|789800|966872|135212|348113|568553|808230|992376,011812|163833|331079|562323|697794|015899|164318|346985|567870|713051|022073|168714|352480|575635|719274|023183|169298|361253|585436|756595|033671|174247|362589|589153|778500|038980|178737|375309|590408|811706|054013|186542|380510|591047|836279|080817|205578|389974|597618|840575|084045|220178|401309|605840|844037|096683|238317|406069|609104|887323|107885|245380|426929|610240|893773|113075|251608|430781|631225|902162|115421|259308|458230|638711|918136|130113|266637|465158|640672|933854|130939|270206|475243|649928|947582|135154|283228|508043|659669|951949|144842|293761|510772|661162|966200|144982|297340|511431|667891|971215|154301|306635|524144|676382|974388|163246|324208|547312|680102|981062,True,https://myhora.com/lottery/result-16-05-2561.aspx,2018-05-16-BE2561.html
2018-05-02,ผลสลากกินแบ่งรัฐบาล งวดวันที่ 2 พฤษภาคม 2561,2561,248038,6,225|602,85,248037|248039,,185527|641391|841673|855399|921737,001362|249340|329279|552438|848383|097365|304210|528294|772027|932701,042063|194424|370042|511639|862294|048956|222527|384343|534131|882129|050134|248814|386716|598041|890055|051888|256603|399186|627020|893967|057591|269942|407877|645153|897211|072753|281278|416581|681187|900725|083306|299877|418170|723741|911866|161824|312294|453143|770271|949705|182874|313034|466646|810242|953890|193155|363615|486183|836085|957031,003799|176265|403568|598200|809105|007458|183679|407570|600588|812143|030846|192371|432693|614853|819906|038617|196002|443514|619118|823979|061060|240082|463154|619848|835323|065931|243564|463434|669236|864059|073020|253161|486360|671041|878432|076795|268730|496219|693830|891952|091184|278174|506383|701289|893174|119566|285086|516606|711398|904427|126883|299032|526983|723554|909822|128951|333943|527014|740187|912684|130964|334239|532548|769400|927990|132415|365434|547675|779214|932251|149627|372519|550067|780435|938440|154023|373934|555769|785578|940839|156333|377317|558162|785769|944009|168497|378049|569806|791444|947240|174491|395494|589168|800475|973090|175856|401883|593307|807253|997119,True,https://myhora.com/lottery/result-02-05-2561.aspx,2018-05-02-BE2561.html
